elpd_diff	elpd_se
-0.5802732937410227	0.41628409757178814
-0.4828721621347025	0.33689184821311857
-0.3100032737511649	0.5918897909796822
0.8155798935899341	1.5448140866989417
-0.6740383124379434	0.4815877082814106
-0.7863050226004749	0.27945477799125146
0.3900054539386515	1.073351365655442
-0.670173637146851	0.3261983353561554
-0.5917723403494435	0.20283316353447906
-0.644597441078373	0.33046889565174364
-0.7379890796059456	0.4143754308852915
0.4162010015163773	1.5039043142713935
0.5263405440752722	1.0327662327529643
-0.07588734575491429	0.7742158432047713
-0.3668500964885091	0.8660759072565205
-0.7079634114637887	0.2684980124116292
-0.48421800259870373	0.4274212751869804
-0.05775000694969101	0.7872855267937114
1.1631590635686653	1.7625369134319844
0.08097511375804167	0.8303095639375493
-0.3331514515781855	0.38416625138941873
-0.31336902085029195	0.6532395184220287
-0.5390100399968283	0.45698104388833927
-0.7096607401648214	0.224628038939447
0.470791590855864	1.20039675415175
-0.5104635742236745	0.37609236734925044
0.043347603187000594	1.0914896838934287
-0.8743592920149084	0.13846031885776072
-0.6309438221310852	0.25122467238501955
-0.3606160821113278	0.5095053202277866
-0.7492849490547568	0.4584495677899011
-0.016854930532590906	0.9892811211486512
-0.682635977129312	0.3930886671272869
-0.6317591921935524	0.4849121099418675
-0.4153427362875961	0.708097698232668
-0.738697693570602	0.3196906609625705
-0.6768000543582637	0.43930026990230736
0.7655927831610514	1.2696064115422976
1.2009151527025166	1.4434218319292385
0.4027420317891739	1.3609210867613915
-0.5597954843900048	0.35338583156665987
-0.7129672991765208	0.28113020075545947
-0.6114656317719405	0.3608368866479578
-0.6274856047876636	0.39278161974933157
-0.7826094854156906	0.42532130099241894
-0.595696653020827	0.6080755796505549
-0.6314784181837823	0.3673947433212521
-0.6216998787050168	0.36314064744776925
-0.4402777709057224	0.4142630192868898
-0.7150368035649208	0.45640614998485673
-0.5861026942529577	0.37861317657930993
-0.23167011718933672	0.8516817556852072
-0.26549817908250883	0.8246735418341066
-0.5535919622445178	0.3267967042555231
0.01395197452500696	0.7277966551881739
-0.5732846749578826	0.36139682316792604
-0.6397906328174638	0.37056655185457105
-0.32392146999791827	0.5978622058567928
0.6324789413503487	1.6892231192770182
-0.11779407255500374	0.8235294238158997
-0.0788705906244811	0.999614995012528
-0.7031768109866832	0.3321738285370549
-0.0800472205951035	0.8214740350146822
-0.771356004160447	0.19009116249645402
-0.2972203439373402	0.742521877685617
-0.5462679397027754	0.5118050202364485
-0.49505763103014644	0.4383055190874591
0.23673145530149498	0.8600827782675109
0.08064371954005534	1.2087538805258067
-0.847951613655674	0.28519548998934546
-0.37303235693245895	0.631076043236314
-0.6956897017211876	0.37449313672357815
-0.8187090137841242	0.44533301393680624
0.29577182523972034	1.0883294001922996
-0.7510138949662784	0.4457318325753738
-0.6681661970365766	0.3069272292196899
-0.47460497296442483	0.35479992947784295
-0.5893316641285615	0.47495669502500554
-0.5452662925152358	0.40059045417154365
-0.2159909034361016	0.7983493246548354
0.9249040247966889	1.4954336493296612
-0.522934340279642	0.33702438205471713
-0.38073979471024266	0.756345027790711
-0.4412952641973398	0.87863603679682
5.437296974013131	2.4905061573470815
0.012892488045895156	0.8610927517691532
-0.7297079427900606	0.37944295936899997
-0.3731138282040938	0.6959399238338192
0.35227652701889234	1.4400539826396406
3.4287867429345757	2.0285541497862107
-0.4886900110994601	0.6823282005977278
0.5796701986575963	1.119537910120219
1.8967540870114288	2.2309050340393632
-0.6114705722239488	0.15080064834108087
-0.474116674485467	0.7495322020036688
-0.47920880885064765	0.6692718286728336
-0.6182050663782785	0.27482442681119645
-0.49579371943158534	0.6296194940504671
-0.30771489333690205	0.9065489885868812
-0.4929858881011988	0.5083251432975783
