elpd_diff	se_diff	Abs_LowerBound	T_stat	Phenotype	SGB	Covariates	k_good	k_ok	k_bad	k_verybad	phylo_mean	phylo_median	phylo_sd	phylo_mad	phylo_q5	phylo_q95	phylo_rhat	phylo_ess_bulk	phylo_ess_tail	Continent	P_value	P_bonferroni	FDR	Percentage_badk	Cutoff
-85.129147272868	12.5793367153214	59.9704738422252	-6.76737964802089	Age	t__SGB2296	Country	2994	0	1	0	3.7862303625	3.74616	0.693234550994046	0.6830041680000003	2.7165995	4.9785115	1.0018521016434816	1216.5198966146957	2223.6753343692803	Europe	1.3113510277662499e-11	4.349751359100651e-8	7.372459930679068e-10	0.0333889816360601	TRUE
-42.7513429872625	6.35017138092388	30.05100022541474	-6.732313259400985	Age	t__SGB15022	Country	183	3	2	0	12.171851355	12.217	1.249625735149349	1.268141909999999	10.125435	14.181525	1.0081557080540584	537.1918886553946	1116.9605953306186	Europe	1.6698642468782054e-11	5.5389397068950075e-8	9.231566178158345e-10	1.0638297872340425	FALSE
-87.583464019411	13.0625922800407	61.4582794593296	-6.704906816485135	Age	t__SGB1613	Country	983	12	2	2	9.8324560425	9.847575	1.1143888106428943	1.1005413929999983	8.003927500000001	11.709005	1.0090346241576251	530.743798130823	1396.9718645921212	Europe	2.0153434476810617e-11	6.684894215958082e-8	1.0958842976980462e-9	0.40040040040040037	TRUE
-73.91901580071	11.1295828619693	51.6598500767714	-6.641669927567309	Age	t__SGB15119	Country	864	6	1	0	8.52223777	8.499410000000001	0.8231424957532905	0.8173796190000009	7.205500499999999	9.9031895	1.001750825781795	1133.7917329467864	1390.0406382189944	Europe	3.101496837132345e-11	1.0287665008767988e-7	1.6329626998044425e-9	0.1148105625717566	TRUE
-76.6147007345254	11.7276781340927	53.15934446634	-6.5328106602622595	Age	t__SGB15356	Country	3848	2	2	0	5.399555205	5.358525	0.7630156026559562	0.7645916459999992	4.217167	6.703485499999999	1.0045217115910183	1026.7399727336258	1751.3078996963231	Europe	6.454681233947213e-11	2.1410177653002904e-7	3.3453402582817038e-9	0.05192107995846314	TRUE
-72.7084892219939	11.3918884710051	49.9247122799837	-6.382479025058334	Age	t__SGB15368	Country	6070	1	0	0	4.01517231	4.012214999999999	0.4252078260713248	0.4209101399999997	3.331201	4.72262	1.0023482069460945	1095.2095266585163	1984.045410934463	Europe	1.742439525997952e-10	5.779671907735207e-7	8.87019056522274e-9	0	TRUE
-85.6898460892372	13.4299284409896	58.829989207258	-6.380513974125318	Age	t__SGB4540_group	Country	4300	1	2	0	14.5888044875	14.5604	1.5313048741054316	1.532118839999999	12.153580000000002	17.16863	1.000283120999996	819.9208298403153	1604.641675485291	Europe	1.764945967153153e-10	5.854325773047009e-7	8.87019056522274e-9	0.04647920055775041	TRUE
-68.0173782638218	10.6745148732827	46.6683485172564	-6.371940933265535	Age	t__SGB5809_group	Country	724	5	1	1	13.54526537	13.4762	1.8108050189049856	1.7725965599999995	10.69083	16.669089999999997	1.0023521153338928	681.5303586627189	1345.3963063633664	Europe	1.8665069489998132e-10	6.19120354983238e-7	9.104711102694677e-9	0.27359781121751026	TRUE
-62.8916616058256	9.89464252716717	43.10237655149126	-6.356132769137183	Age	t__SGB4940	Country	2975	0	0	1	7.5947962025	7.589914999999999	0.8940043599993115	0.9051124740000006	6.169811	9.0880635	1.001177647851132	769.0690556891316	1773.075892269426	Europe	2.0689627788783582e-10	6.862749537539514e-7	9.946013822521036e-9	0.03360215053763441	TRUE
-82.2376864439207	13.0596972934604	56.11829185699989	-6.297059158109349	Age	t__SGB5065	Country	1517	4	0	1	9.16367473	9.132885	1.0292356894733337	0.9981085589999998	7.5379605	10.925305	1.000212890990508	1157.6728214173718	1968.2575736530057	Europe	3.0334557088451675e-10	1.006197258623942e-6	1.3974961925332528e-8	0.0657030223390276	TRUE
-76.5015656397902	12.2527751285094	51.99601538277141	-6.243611331916847	Age	t__SGB2303	Country	7562	0	0	0	6.826266625	6.758725	1.0695822365330476	1.0701480930000002	5.2011295	8.710416500000001	1.0018580696462978	653.2860050712255	1351.6301362869522	Europe	4.27581747786121e-10	1.4182886574065634e-6	1.9166062937926532e-8	0	TRUE
-45.5910961581658	7.44192173285693	30.70725269245193	-6.126253109714381	Age	t__SGB14005	Country	990	1	0	1	5.448023025	5.40478	1.0339563027034433	1.0635950010000002	3.798899	7.195326499999999	1.0017400740594469	1723.770704488093	2773.3760072357763	Europe	8.997262934684613e-10	2.9843921154348863e-06	3.979189487246515e-8	0.10080645161290322	TRUE
-65.1103696722467	10.6589515305845	43.7924666110777	-6.108515409364684	Age	t__SGB1644	Country	879	5	1	0	10.08760849	10.05635	1.3636586476592132	1.3683434309999998	7.8242205	12.30117	1.0053995627489722	1204.8920077380435	2106.1667511192627	Europe	1.005621586003258e-9	3.335646800772807e-6	4.333158571639168e-8	0.11299435028248588	TRUE
